chimera_id	seq1_id	seq1_file	seq2_id	seq2_file	breakpoints	reversed	ratio	length
chimera_m252983/1859/CCS|F_and_m283850/1312/CCS|F_at_248_reversed_no_1	m252983/1859/CCS|F	Suillus_variegatus_1.full_and_partial.fasta	m283850/1312/CCS|F	Candida.full_and_partial.fasta	248	no	0.019781332250941336	350
chimera_m5248/1916/CCS|F_and_m405252/854/CCS|T_at_185_reversed_no_2	m5248/1916/CCS|F	Suillus_variegatus_1.full_and_partial.fasta	m405252/854/CCS|T	Devriesia.full_and_partial.fasta	185	no	0.0703032725272111	361
chimera_m222432/938/CCS|F_and_m79049/1115/CCS|F_at_284_reversed_yes_0	m222432/938/CCS|F	Hydnellum.full_and_partial.fasta	m79049/1115/CCS|F	Buckleyzyma.full_and_partial.fasta	284	yes	0.0738819655677202	357
chimera_m134299/1236/CCS|F_and_m34568/581/CCS|F_at_290_reversed_no_1	m134299/1236/CCS|F	Hydnellum.full_and_partial.fasta	m34568/581/CCS|F	Coralloidiomyces.full_and_partial.fasta	290	no	0.09900907064545159	366
chimera_m154591/981/CCS|F_and_m108942/568/CCS|F_at_230_reversed_no_2	m154591/981/CCS|F	Hydnellum.full_and_partial.fasta	m108942/568/CCS|F	Cystfiloba.full_and_partial.fasta	230	no	0.07258871959964151	352
chimera_m122693/1222/CCS|F_and_m274834/300/CCS|F_at_151_reversed_no_3	m122693/1222/CCS|F	Hydnellum.full_and_partial.fasta	m274834/300/CCS|F	Paxillus.full_and_partial.fasta	151	no	0.0885682804685221	300
chimera_m221110/648/CCS|F_and_m250723/340/CCS|F_at_126_reversed_yes_0	m221110/648/CCS|F	Basidiobolus.full_and_partial.fasta	m250723/340/CCS|F	Rhizopus.full_and_partial.fasta	126	yes	0.019154628368314747	340
chimera_m221110/648/CCS|F_and_m137565/1534/CCS|F_at_262_reversed_no_1	m221110/648/CCS|F	Basidiobolus.full_and_partial.fasta	m137565/1534/CCS|F	Naganishia.full_and_partial.fasta	262	no	0.011121237145211502	379
chimera_m264434/887/CCS|F_and_m56370/352/CCS|F_at_246_reversed_no_2	m264434/887/CCS|F	Basidiobolus.full_and_partial.fasta	m56370/352/CCS|F	Ochroconis.full_and_partial.fasta	246	no	0.028070251457387202	352
chimera_m315689/1843/CCS|F_and_m285493/348/CCS|F_at_132_reversed_no_3	m315689/1843/CCS|F	Basidiobolus.full_and_partial.fasta	m285493/348/CCS|F	Xylodon_asperus_1.full_and_partial.fasta	132	no	0.09304290865111335	348
chimera_m138209/677/CCS|F_and_m244650/403/CCS|F_at_252_reversed_no_4	m138209/677/CCS|F	Basidiobolus.full_and_partial.fasta	m244650/403/CCS|F	Blyttiomyces.full_and_partial.fasta	252	no	0.057923598800350314	403
chimera_m232272/1666/CCS|F_and_m1962/578/CCS|F_at_144_reversed_no_5	m232272/1666/CCS|F	Basidiobolus.full_and_partial.fasta	m1962/578/CCS|F	Microbotryum.full_and_partial.fasta	144	no	0.06517769428458434	387
chimera_m82653/1150/CCS|F_and_m234288/546/CCS|F_at_306_reversed_no_6	m82653/1150/CCS|F	Basidiobolus.full_and_partial.fasta	m234288/546/CCS|F	Orbilia.full_and_partial.fasta	306	no	0.042042996461253264	396
chimera_m202991/1456/CCS|F_and_m2037/305/CCS|F_at_75_reversed_no_0	m202991/1456/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m2037/305/CCS|F	Solicoccozyma.full_and_partial.fasta	75	no	0.023863996073315047	305
chimera_m51262/1193/CCS|F_and_m373467/338/CCS|F_at_228_reversed_no_1	m51262/1193/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m373467/338/CCS|F	Phellinopsis.full_and_partial.fasta	228	no	0.057335649785237204	338
chimera_m280408/701/CCS|F_and_m97128/1242/CCS|F_at_139_reversed_no_2	m280408/701/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m97128/1242/CCS|F	Olpidium.full_and_partial.fasta	139	no	0.08164276875781169	318
chimera_m82776/999/CCS|F_and_m131885/295/CCS|F_at_114_reversed_no_3	m82776/999/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m131885/295/CCS|F	Rhizopus.full_and_partial.fasta	114	no	0.06896114639693951	295
chimera_m403608/1385/CCS|F_and_m307133/742/CCS|F_at_62_reversed_no_0	m403608/1385/CCS|F	Paxillus.full_and_partial.fasta	m307133/742/CCS|F	Globomyces.full_and_partial.fasta	62	no	0.07481818472220114	429
chimera_m209774/1266/CCS|F_and_m3155/1427/CCS|T_at_373_reversed_no_1	m209774/1266/CCS|F	Paxillus.full_and_partial.fasta	m3155/1427/CCS|T	Cenococcum.full_and_partial.fasta	373	no	0.05710862621148265	444
chimera_m320531/1507/CCS|F_and_m66229/1197/CCS|F_at_189_reversed_no_2	m320531/1507/CCS|F	Paxillus.full_and_partial.fasta	m66229/1197/CCS|F	Cystofilobasidium.full_and_partial.fasta	189	no	0.003525215288636488	388
chimera_m381676/1599/CCS|F_and_m74590/778/CCS|F_at_86_reversed_no_3	m381676/1599/CCS|F	Paxillus.full_and_partial.fasta	m74590/778/CCS|F	Otidea.full_and_partial.fasta	86	no	0.05998834173919711	399
chimera_m305981/1700/CCS|F_and_m338574/1156/CCS|F_at_222_reversed_no_4	m305981/1700/CCS|F	Paxillus.full_and_partial.fasta	m338574/1156/CCS|F	Devriesia.full_and_partial.fasta	222	no	0.08064829226582573	446
chimera_m397655/1216/CCS|F_and_m190407/582/CCS|F_at_165_reversed_no_5	m397655/1216/CCS|F	Paxillus.full_and_partial.fasta	m190407/582/CCS|F	Blyttiomyces.full_and_partial.fasta	165	no	0.04479136494557016	436
chimera_m221708/1732/CCS|F_and_m198018/1158/CCS|F_at_115_reversed_no_6	m221708/1732/CCS|F	Paxillus.full_and_partial.fasta	m198018/1158/CCS|F	Melampsora.full_and_partial.fasta	115	no	0.09451793091491832	440
chimera_m275111/708/CCS|F_and_m274610/314/CCS|F_at_145_reversed_no_0	m275111/708/CCS|F	Stropharia.full_and_partial.fasta	m274610/314/CCS|F	Exophiala_xenobiotica_1.full_and_partial.fasta	145	no	0.048166768503262215	314
chimera_m243209/1470/CCS|F_and_m19225/551/CCS|F_at_127_reversed_no_1	m243209/1470/CCS|F	Stropharia.full_and_partial.fasta	m19225/551/CCS|F	Olpidium.full_and_partial.fasta	127	no	0.01749264971453937	334
chimera_m150438/1576/CCS|F_and_m177832/885/CCS|F_at_52_reversed_no_2	m150438/1576/CCS|F	Stropharia.full_and_partial.fasta	m177832/885/CCS|F	Filobasidium.full_and_partial.fasta	52	no	0.07015947758455855	392
chimera_m87693/1380/CCS|F_and_m243877/952/CCS|F_at_278_reversed_no_0	m87693/1380/CCS|F	Cystoderma.full_and_partial.fasta	m243877/952/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	278	no	0.005482191761295718	418
chimera_m279208/1082/CCS|F_and_m201790/1042/CCS|F_at_327_reversed_no_1	m279208/1082/CCS|F	Cystoderma.full_and_partial.fasta	m201790/1042/CCS|F	Byssoporia.full_and_partial.fasta	327	no	0.0746335558326347	402
chimera_m12794/929/CCS|F_and_m158194/1017/CCS|F_at_158_reversed_no_2	m12794/929/CCS|F	Cystoderma.full_and_partial.fasta	m158194/1017/CCS|F	Naganishia.full_and_partial.fasta	158	no	0.09803431809343306	426
chimera_m279239/1018/CCS|F_and_m18206/1345/CCS|F_at_91_reversed_no_3	m279239/1018/CCS|F	Cystoderma.full_and_partial.fasta	m18206/1345/CCS|F	Vuilleminia.full_and_partial.fasta	91	no	0.06253333469778186	377
chimera_m160010/1013/CCS|F_and_m51311/1447/CCS|F_at_300_reversed_no_0	m160010/1013/CCS|F	Trechispora.full_and_partial.fasta	m51311/1447/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	300	no	0.029516287954111528	358
chimera_m125098/1604/CCS|F_and_m174816/373/CCS|F_at_125_reversed_no_1	m125098/1604/CCS|F	Trechispora.full_and_partial.fasta	m174816/373/CCS|F	Scolecobasidium.full_and_partial.fasta	125	no	0.07099428524095999	373
chimera_m12997/832/CCS|F_and_m170504/302/CCS|F_at_113_reversed_yes_0	m12997/832/CCS|F	Curvibasidium.full_and_partial.fasta	m170504/302/CCS|F	Russula.full_and_partial.fasta	113	yes	0.08708211015288783	302
chimera_m23148/1186/CCS|F_and_m247585/734/CCS|F_at_193_reversed_yes_0	m23148/1186/CCS|F	Rhamphospora.full_and_partial.fasta	m247585/734/CCS|F	Venturia.full_and_partial.fasta	193	yes	0.03622616348239355	374
chimera_m83162/874/CCS|F_and_m42065/314/CCS|F_at_88_reversed_no_1	m83162/874/CCS|F	Rhamphospora.full_and_partial.fasta	m42065/314/CCS|F	Resinicium.full_and_partial.fasta	88	no	0.07070604303806163	314
chimera_m203611/2188/CCS|F_and_m94901/374/CCS|F_at_164_reversed_no_2	m203611/2188/CCS|F	Rhamphospora.full_and_partial.fasta	m94901/374/CCS|F	Harzia.full_and_partial.fasta	164	no	0.09397709603385021	374
chimera_m84713/697/CCS|F_and_m193564/281/CCS|F_at_148_reversed_yes_0	m84713/697/CCS|F	Rhodosporidiobolus.full_and_partial.fasta	m193564/281/CCS|F	Rhizophlyctis.full_and_partial.fasta	148	yes	0.06769952962259435	281
chimera_m118160/1427/CCS|F_and_m15637/336/CCS|F_at_88_reversed_no_1	m118160/1427/CCS|F	Rhodosporidiobolus.full_and_partial.fasta	m15637/336/CCS|F	Gonapodya.full_and_partial.fasta	88	no	0.036653844394441026	336
chimera_m131272/1484/CCS|F_and_m64361/314/CCS|F_at_66_reversed_yes_0	m131272/1484/CCS|F	Dendrochytridium.full_and_partial.fasta	m64361/314/CCS|F	Ochroconis.full_and_partial.fasta	66	yes	0.019107495140949643	314
chimera_m183033/1555/CCS|F_and_m28809/1187/CCS|F_at_94_reversed_no_1	m183033/1555/CCS|F	Dendrochytridium.full_and_partial.fasta	m28809/1187/CCS|F	Rhamphospora.full_and_partial.fasta	94	no	0.05431052542609879	409
chimera_m271045/1333/CCS|F_and_m140390/830/CCS|F_at_174_reversed_no_2	m271045/1333/CCS|F	Dendrochytridium.full_and_partial.fasta	m140390/830/CCS|F	Curvibasidium.full_and_partial.fasta	174	no	0.0779291929541469	420
chimera_m334021/1578/CCS|F_and_m209574/1084/CCS|F_at_182_reversed_no_3	m334021/1578/CCS|F	Dendrochytridium.full_and_partial.fasta	m209574/1084/CCS|F	Itersonilia.full_and_partial.fasta	182	no	0.010278856970902597	396
chimera_m53367/1173/CCS|F_and_m8991/315/CCS|F_at_105_reversed_yes_0	m53367/1173/CCS|F	Cystfiloba.full_and_partial.fasta	m8991/315/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	105	yes	0.054809931681503714	315
chimera_m328366/859/CCS|F_and_m8840/349/CCS|F_at_115_reversed_no_1	m328366/859/CCS|F	Cystfiloba.full_and_partial.fasta	m8840/349/CCS|F	Malassezia.full_and_partial.fasta	115	no	0.01873929852689521	349
chimera_m252285/1169/CCS|F_and_m131910/748/CCS|F_at_197_reversed_no_2	m252285/1169/CCS|F	Cystfiloba.full_and_partial.fasta	m131910/748/CCS|F	Olpidium.full_and_partial.fasta	197	no	0.08269454034040502	316
chimera_m249653/979/CCS|F_and_m178088/284/CCS|F_at_164_reversed_no_3	m249653/979/CCS|F	Cystfiloba.full_and_partial.fasta	m178088/284/CCS|F	Debaryomyces.full_and_partial.fasta	164	no	0.08226801358086235	284
chimera_m289978/1921/CCS|F_and_m133497/985/CCS|F_at_263_reversed_no_0	m289978/1921/CCS|F	Melampsora.full_and_partial.fasta	m133497/985/CCS|F	Basidiobolus.full_and_partial.fasta	263	no	0.04627592918179069	383
chimera_m31829/535/CCS|F_and_m65970/282/CCS|F_at_139_reversed_no_1	m31829/535/CCS|F	Melampsora.full_and_partial.fasta	m65970/282/CCS|F	Thermomyces.full_and_partial.fasta	139	no	0.02317288289223643	282
chimera_m195478/1332/CCS|F_and_m359321/371/CCS|F_at_303_reversed_no_2	m195478/1332/CCS|F	Melampsora.full_and_partial.fasta	m359321/371/CCS|F	Cladophialophora.full_and_partial.fasta	303	no	0.045928513718285414	371
chimera_m52455/1721/CCS|F_and_m267758/314/CCS|F_at_85_reversed_no_3	m52455/1721/CCS|F	Melampsora.full_and_partial.fasta	m267758/314/CCS|F	Chrysomyxa_pyrolata_1.full_and_partial.fasta	85	no	0.07160555847224931	314
chimera_m164629/862/CCS|F_and_m189592/1399/CCS|F_at_107_reversed_no_4	m164629/862/CCS|F	Melampsora.full_and_partial.fasta	m189592/1399/CCS|F	Devriesia.full_and_partial.fasta	107	no	0.02264045594788465	364
chimera_m6330/1399/CCS|F_and_m54753/402/CCS|F_at_281_reversed_no_0	m6330/1399/CCS|F	Hypholoma.full_and_partial.fasta	m54753/402/CCS|F	Ochroconis.full_and_partial.fasta	281	no	0.028121860180200936	402
chimera_m45927/1489/CCS|F_and_m311677/403/CCS|F_at_243_reversed_no_1	m45927/1489/CCS|F	Hypholoma.full_and_partial.fasta	m311677/403/CCS|F	Rhizidium.full_and_partial.fasta	243	no	0.01680948302444267	403
chimera_m240316/627/CCS|F_and_m160175/394/CCS|F_at_256_reversed_no_2	m240316/627/CCS|F	Hypholoma.full_and_partial.fasta	m160175/394/CCS|F	Mucor_hiemalis_1.full_and_partial.fasta	256	no	0.06081450991393911	394
chimera_m260576/1709/CCS|F_and_m187186/430/CCS|F_at_165_reversed_no_3	m260576/1709/CCS|F	Hypholoma.full_and_partial.fasta	m187186/430/CCS|F	Cladophialophora.full_and_partial.fasta	165	no	0.014943476105601719	381
chimera_m133344/1604/CCS|F_and_m333330/725/CCS|F_at_80_reversed_yes_0	m133344/1604/CCS|F	Mrakia.full_and_partial.fasta	m333330/725/CCS|F	Arcticomyces.full_and_partial.fasta	80	yes	0.0649554469580835	364
chimera_m130529/1234/CCS|F_and_m172925/338/CCS|F_at_57_reversed_no_1	m130529/1234/CCS|F	Mrakia.full_and_partial.fasta	m172925/338/CCS|F	Exophiala_pisciphila_1.full_and_partial.fasta	57	no	0.01123218473106781	338
chimera_m160229/1424/CCS|F_and_m302759/661/CCS|F_at_239_reversed_no_2	m160229/1424/CCS|F	Mrakia.full_and_partial.fasta	m302759/661/CCS|F	Venturia.full_and_partial.fasta	239	no	0.03956598528463786	371
chimera_m159697/1479/CCS|F_and_m391214/281/CCS|F_at_73_reversed_no_3	m159697/1479/CCS|F	Mrakia.full_and_partial.fasta	m391214/281/CCS|F	Saccharomyces.full_and_partial.fasta	73	no	0.0850562447518496	281
chimera_m182874/1749/CCS|F_and_m183718/919/CCS|F_at_50_reversed_no_4	m182874/1749/CCS|F	Mrakia.full_and_partial.fasta	m183718/919/CCS|F	Cystobasidium_psychroaquaticum_1.full_and_partial.fasta	50	no	0.08064013561135047	360
chimera_m184018/1886/CCS|F_and_m58131/326/CCS|F_at_104_reversed_no_0	m184018/1886/CCS|F	Symmetrospora.full_and_partial.fasta	m58131/326/CCS|F	Amphinema.full_and_partial.fasta	104	no	0.09484528929905245	326
chimera_m177123/1443/CCS|F_and_m133899/322/CCS|F_at_74_reversed_no_1	m177123/1443/CCS|F	Symmetrospora.full_and_partial.fasta	m133899/322/CCS|F	Exophiala_cancerae_1.full_and_partial.fasta	74	no	0.06144191397233312	322
chimera_m161433/1352/CCS|F_and_m69879/323/CCS|F_at_214_reversed_yes_0	m161433/1352/CCS|F	Buckleyzyma.full_and_partial.fasta	m69879/323/CCS|F	Otidea.full_and_partial.fasta	214	yes	0.0965116138321832	323
chimera_m145656/1396/CCS|F_and_m133899/322/CCS|F_at_64_reversed_no_1	m145656/1396/CCS|F	Buckleyzyma.full_and_partial.fasta	m133899/322/CCS|F	Exophiala_cancerae_1.full_and_partial.fasta	64	no	0.030976369638128984	322
chimera_m401414/918/CCS|F_and_m38224/285/CCS|F_at_173_reversed_yes_0	m401414/918/CCS|F	Venturia.full_and_partial.fasta	m38224/285/CCS|F	Trech_stell.full_and_partial.fasta	173	yes	0.08577534074604554	285
chimera_m69590/719/CCS|F_and_m227572/275/CCS|F_at_143_reversed_no_1	m69590/719/CCS|F	Venturia.full_and_partial.fasta	m227572/275/CCS|F	Otidea.full_and_partial.fasta	143	no	0.022341884994468486	275
chimera_m31169/1435/CCS|F_and_m80402/271/CCS|F_at_182_reversed_no_2	m31169/1435/CCS|F	Venturia.full_and_partial.fasta	m80402/271/CCS|F	Tausonia.full_and_partial.fasta	182	no	0.026140091808180665	271
chimera_m166179/1641/CCS|F_and_m193564/281/CCS|F_at_216_reversed_no_3	m166179/1641/CCS|F	Venturia.full_and_partial.fasta	m193564/281/CCS|F	Rhizophlyctis.full_and_partial.fasta	216	no	0.014905720049356752	281
chimera_m160424/1814/CCS|F_and_m40600/377/CCS|F_at_66_reversed_yes_0	m160424/1814/CCS|F	Rhizophlyctis.full_and_partial.fasta	m40600/377/CCS|F	Physisporinus.full_and_partial.fasta	66	yes	0.01704815935048093	377
chimera_m17436/1220/CCS|F_and_m278456/368/CCS|F_at_185_reversed_no_1	m17436/1220/CCS|F	Rhizophlyctis.full_and_partial.fasta	m278456/368/CCS|F	Peniophora_quercina_1.full_and_partial.fasta	185	no	0.014141828882895474	368
chimera_m227722/1036/CCS|F_and_m258304/685/CCS|F_at_211_reversed_no_2	m227722/1036/CCS|F	Rhizophlyctis.full_and_partial.fasta	m258304/685/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	211	no	0.025523658295856247	352
chimera_m334940/1223/CCS|F_and_m90596/1366/CCS|F_at_248_reversed_no_3	m334940/1223/CCS|F	Rhizophlyctis.full_and_partial.fasta	m90596/1366/CCS|F	Rhamphospora.full_and_partial.fasta	248	no	0.06303163214439714	401
chimera_m160529/1517/CCS|F_and_m145322/354/CCS|F_at_172_reversed_no_4	m160529/1517/CCS|F	Rhizophlyctis.full_and_partial.fasta	m145322/354/CCS|F	Phellinopsis.full_and_partial.fasta	172	no	0.07659678158253602	354
chimera_m167692/1199/CCS|F_and_m109368/379/CCS|F_at_81_reversed_no_5	m167692/1199/CCS|F	Rhizophlyctis.full_and_partial.fasta	m109368/379/CCS|F	Clavaria.full_and_partial.fasta	81	no	0.04443588894855005	379
chimera_m143218/1101/CCS|F_and_m415638/895/CCS|F_at_350_reversed_no_6	m143218/1101/CCS|F	Rhizophlyctis.full_and_partial.fasta	m415638/895/CCS|F	Exophiala.full_and_partial.fasta	350	no	0.032069865721433985	413
chimera_m104913/713/CCS|F_and_m113909/693/CCS|F_at_142_reversed_no_7	m104913/713/CCS|F	Rhizophlyctis.full_and_partial.fasta	m113909/693/CCS|F	Vuilleminia.full_and_partial.fasta	142	no	0.040120660769186314	368
chimera_m18889/1168/CCS|F_and_m8840/349/CCS|F_at_155_reversed_yes_0	m18889/1168/CCS|F	Tapinella.full_and_partial.fasta	m8840/349/CCS|F	Malassezia.full_and_partial.fasta	155	yes	0.005096101208122983	349
chimera_m41827/1411/CCS|F_and_m149206/644/CCS|F_at_287_reversed_no_1	m41827/1411/CCS|F	Tapinella.full_and_partial.fasta	m149206/644/CCS|F	Arcticomyces.full_and_partial.fasta	287	no	0.025746520634964312	374
chimera_m67554/1366/CCS|F_and_m167331/720/CCS|F_at_149_reversed_no_2	m67554/1366/CCS|F	Tapinella.full_and_partial.fasta	m167331/720/CCS|F	Microbotryum.full_and_partial.fasta	149	no	0.0953615209694727	373
chimera_m15495/1360/CCS|F_and_m162723/878/CCS|F_at_203_reversed_no_3	m15495/1360/CCS|F	Tapinella.full_and_partial.fasta	m162723/878/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	203	no	0.03929162544330897	388
chimera_m59555/1367/CCS|F_and_m139619/334/CCS|F_at_101_reversed_yes_0	m59555/1367/CCS|F	Debaryomyces.full_and_partial.fasta	m139619/334/CCS|F	Gymnopus_pseudomphalodes_1.full_and_partial.fasta	101	yes	0.00462671433308319	334
chimera_m172437/699/CCS|F_and_m183213/275/CCS|F_at_167_reversed_no_1	m172437/699/CCS|F	Debaryomyces.full_and_partial.fasta	m183213/275/CCS|F	Naganishia_vaughanmartiniae_1.full_and_partial.fasta	167	no	0.02565603014206684	275
chimera_m118155/1284/CCS|F_and_m8908/1508/CCS|F_at_195_reversed_no_2	m118155/1284/CCS|F	Debaryomyces.full_and_partial.fasta	m8908/1508/CCS|F	Cystobasidium_laryngis_1.full_and_partial.fasta	195	no	0.005729631732848947	345
chimera_m75043/1233/CCS|F_and_m168016/325/CCS|F_at_175_reversed_yes_0	m75043/1233/CCS|F	Cystobasidium.full_and_partial.fasta	m168016/325/CCS|F	Suillus_variegatus_1.full_and_partial.fasta	175	yes	0.09372118061488989	325
chimera_m62368/1296/CCS|F_and_m305255/329/CCS|F_at_225_reversed_no_1	m62368/1296/CCS|F	Cystobasidium.full_and_partial.fasta	m305255/329/CCS|F	Russula.full_and_partial.fasta	225	no	0.08107346279787406	329
chimera_m113617/1028/CCS|F_and_m170295/281/CCS|F_at_138_reversed_no_2	m113617/1028/CCS|F	Cystobasidium.full_and_partial.fasta	m170295/281/CCS|F	Amanita.full_and_partial.fasta	138	no	0.037754229348285796	281
chimera_m92330/1002/CCS|F_and_m104659/473/CCS|F_at_263_reversed_no_0	m92330/1002/CCS|F	Serpula.full_and_partial.fasta	m104659/473/CCS|F	Symmetrospora.full_and_partial.fasta	263	no	0.07090096836706537	372
chimera_m113974/1200/CCS|F_and_m110847/271/CCS|F_at_172_reversed_no_1	m113974/1200/CCS|F	Serpula.full_and_partial.fasta	m110847/271/CCS|F	Phaeoclavulina.full_and_partial.fasta	172	no	0.009131292117142031	271
chimera_m69186/518/CCS|F_and_m14452/877/CCS|F_at_222_reversed_no_2	m69186/518/CCS|F	Serpula.full_and_partial.fasta	m14452/877/CCS|F	Wallemia.full_and_partial.fasta	222	no	0.051105301661376015	341
chimera_m23671/1653/CCS|F_and_m24089/363/CCS|F_at_83_reversed_no_3	m23671/1653/CCS|F	Serpula.full_and_partial.fasta	m24089/363/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	83	no	0.05534061189237203	363
chimera_m224455/1271/CCS|F_and_m100568/275/CCS|F_at_107_reversed_no_4	m224455/1271/CCS|F	Serpula.full_and_partial.fasta	m100568/275/CCS|F	Gymnopus_junquilleus_1.full_and_partial.fasta	107	no	0.03307218573730544	275
chimera_m94289/1188/CCS|F_and_m48510/313/CCS|F_at_53_reversed_yes_0	m94289/1188/CCS|F	Sistotrema.full_and_partial.fasta	m48510/313/CCS|F	Gomphi_ros.full_and_partial.fasta	53	yes	0.07314265026045372	313
chimera_m135604/966/CCS|F_and_m1585/903/CCS|F_at_237_reversed_yes_0	m135604/966/CCS|F	Naganishia.full_and_partial.fasta	m1585/903/CCS|F	Candida.full_and_partial.fasta	237	yes	0.04563141804114228	357
chimera_m57236/755/CCS|F_and_m152318/327/CCS|F_at_190_reversed_no_1	m57236/755/CCS|F	Naganishia.full_and_partial.fasta	m152318/327/CCS|F	Cystoderma.full_and_partial.fasta	190	no	0.030373482918467046	327
chimera_m120699/650/CCS|F_and_m185711/985/CCS|F_at_202_reversed_no_2	m120699/650/CCS|F	Naganishia.full_and_partial.fasta	m185711/985/CCS|F	Synchytrium.full_and_partial.fasta	202	no	0.09785177243006717	370
chimera_m187793/1466/CCS|F_and_m99831/366/CCS|F_at_197_reversed_no_0	m187793/1466/CCS|F	Cantharellula.full_and_partial.fasta	m99831/366/CCS|F	Cerrena.full_and_partial.fasta	197	no	0.07936606420471647	366
chimera_m254242/1214/CCS|F_and_m56111/1238/CCS|F_at_235_reversed_no_1	m254242/1214/CCS|F	Cantharellula.full_and_partial.fasta	m56111/1238/CCS|F	Mrakia.full_and_partial.fasta	235	no	0.005496708292017788	384
chimera_m145095/717/CCS|F_and_m305972/288/CCS|F_at_191_reversed_no_2	m145095/717/CCS|F	Cantharellula.full_and_partial.fasta	m305972/288/CCS|F	Russula.full_and_partial.fasta	191	no	0.09157889121494055	288
chimera_m248777/780/CCS|F_and_m137938/408/CCS|F_at_266_reversed_no_3	m248777/780/CCS|F	Cantharellula.full_and_partial.fasta	m137938/408/CCS|F	Lycoperdon.full_and_partial.fasta	266	no	0.09124177745573721	408
chimera_m162891/1105/CCS|F_and_m247359/1272/CCS|F_at_273_reversed_no_4	m162891/1105/CCS|F	Cantharellula.full_and_partial.fasta	m247359/1272/CCS|F	Plicaturopsis.full_and_partial.fasta	273	no	0.04484366736094445	401
chimera_m233433/1364/CCS|F_and_m229975/723/CCS|F_at_316_reversed_no_5	m233433/1364/CCS|F	Cantharellula.full_and_partial.fasta	m229975/723/CCS|F	Trechispora_byssinella_1.full_and_partial.fasta	316	no	0.025250009729765155	410
chimera_m292486/743/CCS|F_and_m119398/336/CCS|F_at_241_reversed_no_6	m292486/743/CCS|F	Cantharellula.full_and_partial.fasta	m119398/336/CCS|F	Trechispora_byssinella_1.full_and_partial.fasta	241	no	0.03313990225786746	336
chimera_m23720/1480/CCS|F_and_m14452/877/CCS|F_at_266_reversed_yes_0	m23720/1480/CCS|F	Fayodia.full_and_partial.fasta	m14452/877/CCS|F	Wallemia.full_and_partial.fasta	266	yes	0.07467909666124012	341
chimera_m9232/1039/CCS|F_and_m142379/672/CCS|F_at_292_reversed_no_1	m9232/1039/CCS|F	Fayodia.full_and_partial.fasta	m142379/672/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	292	no	0.03870981071473481	380
chimera_m5827/898/CCS|F_and_m164159/642/CCS|T_at_306_reversed_no_2	m5827/898/CCS|F	Fayodia.full_and_partial.fasta	m164159/642/CCS|T	Lecidea.full_and_partial.fasta	306	no	0.021674474946001637	374
chimera_m158149/1408/CCS|F_and_m100652/977/CCS|F_at_145_reversed_no_3	m158149/1408/CCS|F	Fayodia.full_and_partial.fasta	m100652/977/CCS|F	Candida.full_and_partial.fasta	145	no	0.03394840534082949	357
chimera_m221673/1066/CCS|F_and_m167755/484/CCS|F_at_261_reversed_no_4	m221673/1066/CCS|F	Fayodia.full_and_partial.fasta	m167755/484/CCS|F	Amphinema.full_and_partial.fasta	261	no	0.08476975436015786	380
chimera_m9232/1039/CCS|F_and_m39406/564/CCS|F_at_221_reversed_no_5	m9232/1039/CCS|F	Fayodia.full_and_partial.fasta	m39406/564/CCS|F	Naganishia_vaughanmartiniae_1.full_and_partial.fasta	221	no	0.06436243563562069	407
chimera_m202549/977/CCS|F_and_m113282/1055/CCS|F_at_202_reversed_yes_0	m202549/977/CCS|F	Suillus.full_and_partial.fasta	m113282/1055/CCS|F	Filobasidium.full_and_partial.fasta	202	yes	0.09719212599080292	374
chimera_m46386/562/CCS|F_and_m333217/301/CCS|F_at_229_reversed_no_1	m46386/562/CCS|F	Suillus.full_and_partial.fasta	m333217/301/CCS|F	Cystoderma.full_and_partial.fasta	229	no	0.0909238267581031	301
chimera_m225200/1253/CCS|F_and_m240854/867/CCS|F_at_212_reversed_no_2	m225200/1253/CCS|F	Suillus.full_and_partial.fasta	m240854/867/CCS|F	Xylodon_brevisetus_1.full_and_partial.fasta	212	no	0.011326295006310022	402
chimera_m248012/901/CCS|F_and_m7909/464/CCS|F_at_333_reversed_no_3	m248012/901/CCS|F	Suillus.full_and_partial.fasta	m7909/464/CCS|F	Melampsora.full_and_partial.fasta	333	no	0.08490426572347715	399
chimera_m4865/1715/CCS|F_and_m186460/405/CCS|F_at_237_reversed_no_4	m4865/1715/CCS|F	Suillus.full_and_partial.fasta	m186460/405/CCS|F	Cystofilobasidium.full_and_partial.fasta	237	no	0.03599191898896312	405
