chimera_id	seq1_id	seq1_file	seq2_id	seq2_file	breakpoints	reversed	ratio	length
chimera_m259802/1033/CCS|F_and_m78772/677/CCS|F_at_33_reversed_no_5	m259802/1033/CCS|F	Merulicium.full_and_partial.fasta	m78772/677/CCS|F	Xylodon_brevisetus_1.full_and_partial.fasta	33	no	0.020458732742817134	398
chimera_m63506/1105/CCS|F_and_m35041/988/CCS|F_at_241_reversed_no_6	m63506/1105/CCS|F	Merulicium.full_and_partial.fasta	m35041/988/CCS|F	Synchytrium.full_and_partial.fasta	241	no	0.009139725671716947	355
chimera_m35421/1167/CCS|F_and_m193564/281/CCS|F_at_97_reversed_no_0	m35421/1167/CCS|F	Phallus.full_and_partial.fasta	m193564/281/CCS|F	Rhizophlyctis.full_and_partial.fasta	97	no	0.033010439223594285	281
chimera_m23073/1084/CCS|F_and_m449304/314/CCS|F_at_19_reversed_no_1	m23073/1084/CCS|F	Phallus.full_and_partial.fasta	m449304/314/CCS|F	Orbilia.full_and_partial.fasta	19	no	0.06122072014912267	314
chimera_m172995/1693/CCS|F_and_m196490/284/CCS|F_at_142_reversed_no_0	m172995/1693/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	m196490/284/CCS|F	Rhamphospora.full_and_partial.fasta	142	no	0.01225894755819204	284
chimera_m72015/1743/CCS|F_and_m170504/302/CCS|F_at_299_reversed_no_1	m72015/1743/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	m170504/302/CCS|F	Russula.full_and_partial.fasta	299	no	0.05170306989178408	302
chimera_m236272/1607/CCS|F_and_m58364/317/CCS|F_at_179_reversed_no_2	m236272/1607/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	m58364/317/CCS|F	Hypholoma.full_and_partial.fasta	179	no	0.08253502496840766	317
chimera_m60622/693/CCS|F_and_m49051/285/CCS|F_at_49_reversed_no_3	m60622/693/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	m49051/285/CCS|F	Cylindrobasidium.full_and_partial.fasta	49	no	0.07453762437543576	285
chimera_m225250/1737/CCS|F_and_m109202/326/CCS|F_at_320_reversed_no_4	m225250/1737/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	m109202/326/CCS|F	Itersonilia.full_and_partial.fasta	320	no	0.07024352310928324	326
chimera_m330709/1569/CCS|F_and_m230704/1332/CCS|F_at_340_reversed_yes_0	m330709/1569/CCS|F	Lactarius.full_and_partial.fasta	m230704/1332/CCS|F	Umbelopsis.full_and_partial.fasta	340	yes	0.0850836762550711	396
chimera_m285836/1132/CCS|F_and_m232893/598/CCS|T_at_146_reversed_no_1	m285836/1132/CCS|F	Lactarius.full_and_partial.fasta	m232893/598/CCS|T	Cenococcum.full_and_partial.fasta	146	no	0.05125748422741191	371
chimera_m278171/1618/CCS|F_and_m15778/738/CCS|F_at_315_reversed_no_2	m278171/1618/CCS|F	Lactarius.full_and_partial.fasta	m15778/738/CCS|F	Venturia.full_and_partial.fasta	315	no	0.06296180602094704	407
chimera_m325298/1706/CCS|F_and_m36828/389/CCS|F_at_287_reversed_no_3	m325298/1706/CCS|F	Lactarius.full_and_partial.fasta	m36828/389/CCS|F	Gjaerumia.full_and_partial.fasta	287	no	0.017507340888399017	389
chimera_m170419/821/CCS|F_and_m58708/646/CCS|F_at_258_reversed_no_4	m170419/821/CCS|F	Lactarius.full_and_partial.fasta	m58708/646/CCS|F	Venturia.full_and_partial.fasta	258	no	0.0032680862313561737	378
chimera_m243211/618/CCS|F_and_m170234/285/CCS|F_at_282_reversed_no_5	m243211/618/CCS|F	Lactarius.full_and_partial.fasta	m170234/285/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	282	no	0.03918199947681468	285
chimera_m36373/1438/CCS|F_and_m330635/575/CCS|F_at_13_reversed_no_6	m36373/1438/CCS|F	Lactarius.full_and_partial.fasta	m330635/575/CCS|F	Exophiala_sal.full_and_partial.fasta	13	no	0.08615481155254545	403
chimera_m260532/1578/CCS|F_and_m141828/927/CCS|F_at_103_reversed_no_7	m260532/1578/CCS|F	Lactarius.full_and_partial.fasta	m141828/927/CCS|F	Exophiala_cancerae_1.full_and_partial.fasta	103	no	0.030106684359701333	417
chimera_m130459/994/CCS|F_and_m121656/365/CCS|F_at_8_reversed_no_0	m130459/994/CCS|F	Stereum.full_and_partial.fasta	m121656/365/CCS|F	Camarophyllopsis.full_and_partial.fasta	8	no	0.08857809683437394	365
chimera_m237307/1719/CCS|F_and_m97128/1242/CCS|F_at_57_reversed_no_1	m237307/1719/CCS|F	Stereum.full_and_partial.fasta	m97128/1242/CCS|F	Olpidium.full_and_partial.fasta	57	no	0.029661518783471508	318
chimera_m206958/1947/CCS|F_and_m12452/371/CCS|F_at_87_reversed_yes_0	m206958/1947/CCS|F	Suillus_variegatus_1.full_and_partial.fasta	m12452/371/CCS|F	Paxillus_involutus_1.full_and_partial.fasta	87	yes	0.053026669122860505	371
chimera_m3235/962/CCS|F_and_m179148/285/CCS|F_at_235_reversed_no_1	m3235/962/CCS|F	Suillus_variegatus_1.full_and_partial.fasta	m179148/285/CCS|F	Tomentella.full_and_partial.fasta	235	no	0.04515500212256796	285
chimera_m215296/1350/CCS|F_and_m230093/987/CCS|F_at_191_reversed_no_0	m215296/1350/CCS|F	Hydnellum.full_and_partial.fasta	m230093/987/CCS|F	Pseudoplectania.full_and_partial.fasta	191	no	0.036615265331935834	377
chimera_m215296/1350/CCS|F_and_m131910/748/CCS|F_at_62_reversed_no_1	m215296/1350/CCS|F	Hydnellum.full_and_partial.fasta	m131910/748/CCS|F	Olpidium.full_and_partial.fasta	62	no	0.025547662428076517	316
chimera_m152283/1240/CCS|F_and_m65941/1061/CCS|F_at_272_reversed_no_2	m152283/1240/CCS|F	Hydnellum.full_and_partial.fasta	m65941/1061/CCS|F	Olpidium.full_and_partial.fasta	272	no	0.04318311628679458	367
chimera_m393906/1042/CCS|F_and_m192513/398/CCS|F_at_197_reversed_no_0	m393906/1042/CCS|F	Basidiobolus.full_and_partial.fasta	m192513/398/CCS|F	Bensingtonia.full_and_partial.fasta	197	no	0.08995806724594195	398
chimera_m328198/1535/CCS|F_and_m127710/567/CCS|F_at_27_reversed_no_1	m328198/1535/CCS|F	Basidiobolus.full_and_partial.fasta	m127710/567/CCS|F	Devriesia.full_and_partial.fasta	27	no	0.012500121977038425	352
chimera_m413391/990/CCS|F_and_m125801/389/CCS|F_at_328_reversed_no_2	m413391/990/CCS|F	Basidiobolus.full_and_partial.fasta	m125801/389/CCS|F	Ustilago.full_and_partial.fasta	328	no	0.007634120442885112	389
chimera_m82653/1150/CCS|F_and_m283850/1312/CCS|F_at_302_reversed_no_3	m82653/1150/CCS|F	Basidiobolus.full_and_partial.fasta	m283850/1312/CCS|F	Candida.full_and_partial.fasta	302	no	0.053935524858593126	350
chimera_m289446/526/CCS|F_and_m285493/348/CCS|F_at_136_reversed_yes_0	m289446/526/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m285493/348/CCS|F	Xylodon_asperus_1.full_and_partial.fasta	136	yes	0.056889985452098876	348
chimera_m34878/1225/CCS|F_and_m85220/321/CCS|F_at_4_reversed_no_1	m34878/1225/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m85220/321/CCS|F	Serpula.full_and_partial.fasta	4	no	0.07872856530723218	321
chimera_m130393/1279/CCS|F_and_m162379/334/CCS|F_at_306_reversed_no_2	m130393/1279/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m162379/334/CCS|F	Paxillus.full_and_partial.fasta	306	no	0.05992397968756917	334
chimera_m149080/1894/CCS|F_and_m300989/338/CCS|F_at_190_reversed_no_3	m149080/1894/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m300989/338/CCS|F	Camarophyllopsis.full_and_partial.fasta	190	no	0.01713342588107386	338
chimera_m32018/1653/CCS|F_and_m250401/279/CCS|F_at_14_reversed_no_4	m32018/1653/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m250401/279/CCS|F	Melampsora.full_and_partial.fasta	14	no	0.02328091310477666	279
chimera_m36604/1245/CCS|F_and_m57007/317/CCS|F_at_135_reversed_no_5	m36604/1245/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m57007/317/CCS|F	Anthracocystis.full_and_partial.fasta	135	no	0.01908665404995434	317
chimera_m246173/725/CCS|F_and_m395183/308/CCS|F_at_22_reversed_no_6	m246173/725/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	m395183/308/CCS|F	Leccinum.full_and_partial.fasta	22	no	0.09106738544940335	308
chimera_m371699/1231/CCS|F_and_m436887/391/CCS|F_at_303_reversed_yes_0	m371699/1231/CCS|F	Paxillus.full_and_partial.fasta	m436887/391/CCS|F	Geranomyces.full_and_partial.fasta	303	yes	0.02800797140116	391
chimera_m35585/736/CCS|F_and_m11406/363/CCS|F_at_1_reversed_no_1	m35585/736/CCS|F	Paxillus.full_and_partial.fasta	m11406/363/CCS|F	Rhodotorula_mucilaginosa_1.full_and_partial.fasta	1	no	0.00969560385570796	363
chimera_m351882/948/CCS|F_and_m289746/404/CCS|F_at_166_reversed_no_2	m351882/948/CCS|F	Paxillus.full_and_partial.fasta	m289746/404/CCS|F	Lactarius.full_and_partial.fasta	166	no	0.09055919088497397	404
chimera_m191944/1092/CCS|F_and_m239388/1207/CCS|F_at_362_reversed_no_3	m191944/1092/CCS|F	Paxillus.full_and_partial.fasta	m239388/1207/CCS|F	Xanthoporia.full_and_partial.fasta	362	no	0.025066289032117467	418
chimera_m16504/1294/CCS|F_and_m97812/351/CCS|F_at_131_reversed_no_4	m16504/1294/CCS|F	Paxillus.full_and_partial.fasta	m97812/351/CCS|F	Exophiala_sal.full_and_partial.fasta	131	no	0.09904256328981961	351
chimera_m1161/1190/CCS|F_and_m352335/818/CCS|F_at_129_reversed_no_5	m1161/1190/CCS|F	Paxillus.full_and_partial.fasta	m352335/818/CCS|F	Venturia.full_and_partial.fasta	129	no	0.09846260731540671	430
chimera_m131413/1659/CCS|F_and_m102901/387/CCS|F_at_291_reversed_no_0	m131413/1659/CCS|F	Stropharia.full_and_partial.fasta	m102901/387/CCS|F	Cerrena.full_and_partial.fasta	291	no	0.03274670203249416	387
chimera_m130650/1187/CCS|F_and_m97128/1242/CCS|F_at_327_reversed_no_1	m130650/1187/CCS|F	Stropharia.full_and_partial.fasta	m97128/1242/CCS|F	Olpidium.full_and_partial.fasta	327	no	0.0211257564950329	327
chimera_m62811/1005/CCS|F_and_m261195/1218/CCS|F_at_335_reversed_no_2	m62811/1005/CCS|F	Stropharia.full_and_partial.fasta	m261195/1218/CCS|F	Venturia.full_and_partial.fasta	335	no	0.05814315816180396	393
chimera_m25458/1713/CCS|F_and_m345860/600/CCS|F_at_392_reversed_no_3	m25458/1713/CCS|F	Stropharia.full_and_partial.fasta	m345860/600/CCS|F	Olpidium.full_and_partial.fasta	392	no	0.024910126788084297	392
chimera_m115696/1525/CCS|F_and_m412615/343/CCS|F_at_265_reversed_no_4	m115696/1525/CCS|F	Stropharia.full_and_partial.fasta	m412615/343/CCS|F	Candida.full_and_partial.fasta	265	no	0.05959787053740796	343
chimera_m324525/1736/CCS|F_and_m148467/632/CCS|F_at_231_reversed_yes_0	m324525/1736/CCS|F	Cystoderma.full_and_partial.fasta	m148467/632/CCS|F	Umbelopsis_isabellina_1.full_and_partial.fasta	231	yes	0.0714297671885834	416
chimera_m231067/1405/CCS|F_and_m8247/849/CCS|F_at_142_reversed_no_1	m231067/1405/CCS|F	Cystoderma.full_and_partial.fasta	m8247/849/CCS|F	Mucor_microsporus_1.full_and_partial.fasta	142	no	0.025487884873723207	394
chimera_m166136/1138/CCS|F_and_m49001/1028/CCS|F_at_429_reversed_no_2	m166136/1138/CCS|F	Cystoderma.full_and_partial.fasta	m49001/1028/CCS|F	Glaciozyma.full_and_partial.fasta	429	no	0.07226438832103746	429
chimera_m60685/934/CCS|F_and_m96996/344/CCS|F_at_189_reversed_yes_0	m60685/934/CCS|F	Trechispora.full_and_partial.fasta	m96996/344/CCS|F	Rhamphospora.full_and_partial.fasta	189	yes	0.08212138485482394	344
chimera_m156135/1121/CCS|F_and_m113475/342/CCS|F_at_293_reversed_no_1	m156135/1121/CCS|F	Trechispora.full_and_partial.fasta	m113475/342/CCS|F	Boletus.full_and_partial.fasta	293	no	0.04329843502189917	342
chimera_m29670/1163/CCS|F_and_m213578/750/CCS|F_at_108_reversed_no_2	m29670/1163/CCS|F	Trechispora.full_and_partial.fasta	m213578/750/CCS|F	Olpidium.full_and_partial.fasta	108	no	0.07267312864254075	355
chimera_m61727/755/CCS|F_and_m40705/313/CCS|F_at_107_reversed_yes_0	m61727/755/CCS|F	Curvibasidium.full_and_partial.fasta	m40705/313/CCS|F	Lactarius.full_and_partial.fasta	107	yes	0.04910298749186494	313
chimera_m159516/504/CCS|F_and_m272483/271/CCS|F_at_193_reversed_no_0	m159516/504/CCS|F	Rhamphospora.full_and_partial.fasta	m272483/271/CCS|F	Hypholoma.full_and_partial.fasta	193	no	0.06278548147572767	271
chimera_m18327/1305/CCS|F_and_m77292/343/CCS|F_at_225_reversed_no_1	m18327/1305/CCS|F	Rhamphospora.full_and_partial.fasta	m77292/343/CCS|F	Symmetrospora_symmetrica_1.full_and_partial.fasta	225	no	0.051870360068206896	343
chimera_m88416/1059/CCS|F_and_m277450/334/CCS|F_at_168_reversed_yes_0	m88416/1059/CCS|F	Rhodosporidiobolus.full_and_partial.fasta	m277450/334/CCS|F	Otidea.full_and_partial.fasta	168	yes	0.08835165529214252	334
chimera_m93523/1290/CCS|F_and_m50354/853/CCS|F_at_165_reversed_no_1	m93523/1290/CCS|F	Rhodosporidiobolus.full_and_partial.fasta	m50354/853/CCS|F	Wallemia.full_and_partial.fasta	165	no	0.049151450704752006	346
chimera_m150049/1288/CCS|F_and_m266813/659/CCS|F_at_210_reversed_yes_0	m150049/1288/CCS|F	Dendrochytridium.full_and_partial.fasta	m266813/659/CCS|F	Venturia.full_and_partial.fasta	210	yes	0.08205549936861034	364
chimera_m321683/1083/CCS|F_and_m58911/1375/CCS|F_at_29_reversed_no_1	m321683/1083/CCS|F	Dendrochytridium.full_and_partial.fasta	m58911/1375/CCS|F	Plicaturopsis.full_and_partial.fasta	29	no	0.022975989594556975	419
chimera_m223995/1717/CCS|F_and_m98941/1004/CCS|F_at_284_reversed_no_2	m223995/1717/CCS|F	Dendrochytridium.full_and_partial.fasta	m98941/1004/CCS|F	Bensingtonia.full_and_partial.fasta	284	no	0.011805253672204571	392
chimera_m175219/1160/CCS|F_and_m27153/981/CCS|F_at_215_reversed_no_3	m175219/1160/CCS|F	Dendrochytridium.full_and_partial.fasta	m27153/981/CCS|F	Xylodon_brevisetus_1.full_and_partial.fasta	215	no	0.062479704502798154	440
chimera_m55843/1219/CCS|F_and_m408564/665/CCS|F_at_210_reversed_no_4	m55843/1219/CCS|F	Dendrochytridium.full_and_partial.fasta	m408564/665/CCS|F	Orbilia.full_and_partial.fasta	210	no	0.054409798904608245	432
chimera_m268257/1136/CCS|F_and_m27365/428/CCS|F_at_262_reversed_no_5	m268257/1136/CCS|F	Dendrochytridium.full_and_partial.fasta	m27365/428/CCS|F	Camarophyllopsis.full_and_partial.fasta	262	no	0.06697093607842677	428
chimera_m95072/1257/CCS|F_and_m123463/1281/CCS|F_at_408_reversed_no_6	m95072/1257/CCS|F	Dendrochytridium.full_and_partial.fasta	m123463/1281/CCS|F	Tapinella.full_and_partial.fasta	408	no	0.07132587454630673	432
chimera_m307871/1442/CCS|F_and_m72750/534/CCS|F_at_143_reversed_no_7	m307871/1442/CCS|F	Dendrochytridium.full_and_partial.fasta	m72750/534/CCS|F	Venturia.full_and_partial.fasta	143	no	0.06261997984970336	407
chimera_m306323/1199/CCS|F_and_m25340/337/CCS|F_at_173_reversed_no_8	m306323/1199/CCS|F	Dendrochytridium.full_and_partial.fasta	m25340/337/CCS|F	Gjaerumia.full_and_partial.fasta	173	no	0.01840173338202558	337
chimera_m231799/1500/CCS|F_and_m100837/347/CCS|F_at_147_reversed_yes_0	m231799/1500/CCS|F	Cystfiloba.full_and_partial.fasta	m100837/347/CCS|F	Plicaturopsis.full_and_partial.fasta	147	yes	0.07963256916107582	347
chimera_m153224/1638/CCS|F_and_m174469/334/CCS|F_at_56_reversed_no_1	m153224/1638/CCS|F	Cystfiloba.full_and_partial.fasta	m174469/334/CCS|F	Absidia.full_and_partial.fasta	56	no	0.0036104125394315206	334
chimera_m225339/814/CCS|F_and_m128900/305/CCS|F_at_321_reversed_no_2	m225339/814/CCS|F	Cystfiloba.full_and_partial.fasta	m128900/305/CCS|F	Byssoporia.full_and_partial.fasta	321	no	0.043163441176324334	321
chimera_m210253/1074/CCS|F_and_m213201/321/CCS|F_at_44_reversed_yes_0	m210253/1074/CCS|F	Melampsora.full_and_partial.fasta	m213201/321/CCS|F	Cystobasidium_psychroaquaticum_1.full_and_partial.fasta	44	yes	0.0629309733743097	321
chimera_m69500/830/CCS|F_and_m172147/435/CCS|F_at_369_reversed_no_1	m69500/830/CCS|F	Melampsora.full_and_partial.fasta	m172147/435/CCS|F	Glaciozyma.full_and_partial.fasta	369	no	0.09261472752173278	383
chimera_m55964/1039/CCS|F_and_m14703/354/CCS|F_at_257_reversed_no_2	m55964/1039/CCS|F	Melampsora.full_and_partial.fasta	m14703/354/CCS|F	Chrysomyxa_pyrolata_1.full_and_partial.fasta	257	no	0.01329392978186493	354
chimera_m33054/1018/CCS|F_and_m176330/634/CCS|F_at_4_reversed_no_3	m33054/1018/CCS|F	Melampsora.full_and_partial.fasta	m176330/634/CCS|F	Naganishia.full_and_partial.fasta	4	no	0.026258675899658954	375
chimera_m277626/1202/CCS|F_and_m195802/1250/CCS|F_at_286_reversed_no_4	m277626/1202/CCS|F	Melampsora.full_and_partial.fasta	m195802/1250/CCS|F	Microbotryum.full_and_partial.fasta	286	no	0.022333207161146604	375
chimera_m40529/778/CCS|F_and_m106264/667/CCS|F_at_361_reversed_no_5	m40529/778/CCS|F	Melampsora.full_and_partial.fasta	m106264/667/CCS|F	Arcticomyces.full_and_partial.fasta	361	no	0.026730497185405877	361
chimera_m202715/686/CCS|F_and_m259833/315/CCS|F_at_92_reversed_yes_0	m202715/686/CCS|F	Hypholoma.full_and_partial.fasta	m259833/315/CCS|F	Absidia_caerulea_1.full_and_partial.fasta	92	yes	0.09543895414453561	315
chimera_m234162/1863/CCS|F_and_m12842/597/CCS|F_at_37_reversed_no_1	m234162/1863/CCS|F	Hypholoma.full_and_partial.fasta	m12842/597/CCS|F	Synchytrium.full_and_partial.fasta	37	no	0.05200606412908556	386
chimera_m194919/1792/CCS|F_and_m31175/426/CCS|F_at_240_reversed_no_2	m194919/1792/CCS|F	Hypholoma.full_and_partial.fasta	m31175/426/CCS|F	Amauroascus.full_and_partial.fasta	240	no	0.06920047519662292	382
chimera_m193693/1362/CCS|F_and_m28104/300/CCS|F_at_65_reversed_no_3	m193693/1362/CCS|F	Hypholoma.full_and_partial.fasta	m28104/300/CCS|F	Exophiala_pisciphila_1.full_and_partial.fasta	65	no	0.09984119307912391	300
chimera_m168417/777/CCS|F_and_m150846/707/CCS|F_at_83_reversed_no_0	m168417/777/CCS|F	Mrakia.full_and_partial.fasta	m150846/707/CCS|F	Cystofilobasidium_lari-marini_1.full_and_partial.fasta	83	no	0.03385690153275531	360
chimera_m55149/1101/CCS|F_and_m54053/366/CCS|F_at_339_reversed_no_1	m55149/1101/CCS|F	Mrakia.full_and_partial.fasta	m54053/366/CCS|F	Amanita.full_and_partial.fasta	339	no	0.06167625294541385	366
chimera_m943/1529/CCS|F_and_m355567/326/CCS|F_at_262_reversed_no_0	m943/1529/CCS|F	Symmetrospora.full_and_partial.fasta	m355567/326/CCS|F	Cantharellula.full_and_partial.fasta	262	no	0.06011409053802708	326
chimera_m206138/754/CCS|F_and_m71914/315/CCS|F_at_269_reversed_no_1	m206138/754/CCS|F	Symmetrospora.full_and_partial.fasta	m71914/315/CCS|F	Ganoderma.full_and_partial.fasta	269	no	0.04552088096655669	315
chimera_m17602/1370/CCS|F_and_m359137/329/CCS|F_at_304_reversed_no_2	m17602/1370/CCS|F	Symmetrospora.full_and_partial.fasta	m359137/329/CCS|F	Rhizopogon.full_and_partial.fasta	304	no	0.04367510189958383	329
chimera_m118763/1076/CCS|F_and_m357066/281/CCS|F_at_264_reversed_no_0	m118763/1076/CCS|F	Buckleyzyma.full_and_partial.fasta	m357066/281/CCS|F	Rhizophlyctis.full_and_partial.fasta	264	no	0.02617013818515873	281
chimera_m84621/1412/CCS|F_and_m180612/312/CCS|F_at_307_reversed_no_1	m84621/1412/CCS|F	Buckleyzyma.full_and_partial.fasta	m180612/312/CCS|F	Dendrochytridium.full_and_partial.fasta	307	no	0.07367628563543348	312
chimera_m76953/1171/CCS|F_and_m284232/313/CCS|F_at_27_reversed_yes_0	m76953/1171/CCS|F	Venturia.full_and_partial.fasta	m284232/313/CCS|F	Peniophora_nuda_1.full_and_partial.fasta	27	yes	0.005234763161883371	313
chimera_m199403/1479/CCS|F_and_m5297/305/CCS|F_at_170_reversed_no_1	m199403/1479/CCS|F	Venturia.full_and_partial.fasta	m5297/305/CCS|F	Chalciporus.full_and_partial.fasta	170	no	0.045726661169700575	305
chimera_m360425/1612/CCS|F_and_m183213/275/CCS|F_at_113_reversed_no_2	m360425/1612/CCS|F	Venturia.full_and_partial.fasta	m183213/275/CCS|F	Naganishia_vaughanmartiniae_1.full_and_partial.fasta	113	no	0.04622237974144219	275
chimera_m186852/994/CCS|F_and_m128965/301/CCS|F_at_235_reversed_no_3	m186852/994/CCS|F	Venturia.full_and_partial.fasta	m128965/301/CCS|F	Hypholoma_capnoides_1.full_and_partial.fasta	235	no	0.061311595770652705	301
chimera_m292611/1601/CCS|F_and_m181201/359/CCS|F_at_20_reversed_no_0	m292611/1601/CCS|F	Rhizophlyctis.full_and_partial.fasta	m181201/359/CCS|F	Phaeoclavulina.full_and_partial.fasta	20	no	0.06460225162062837	359
chimera_m84456/1413/CCS|F_and_m2037/305/CCS|F_at_402_reversed_no_1	m84456/1413/CCS|F	Rhizophlyctis.full_and_partial.fasta	m2037/305/CCS|F	Solicoccozyma.full_and_partial.fasta	402	no	0.0954380041537573	402
chimera_m176988/682/CCS|F_and_m129060/316/CCS|F_at_225_reversed_no_2	m176988/682/CCS|F	Rhizophlyctis.full_and_partial.fasta	m129060/316/CCS|F	Coralloidiomyces.full_and_partial.fasta	225	no	0.07713002108148098	316
chimera_m285168/872/CCS|F_and_m79871/502/CCS|F_at_70_reversed_no_3	m285168/872/CCS|F	Rhizophlyctis.full_and_partial.fasta	m79871/502/CCS|F	Umbelopsis.full_and_partial.fasta	70	no	0.043201287504010956	409
chimera_m255033/974/CCS|F_and_m152100/628/CCS|F_at_19_reversed_no_4	m255033/974/CCS|F	Rhizophlyctis.full_and_partial.fasta	m152100/628/CCS|F	Exophiala_cancerae_1.full_and_partial.fasta	19	no	0.07924054476728037	399
chimera_m300273/1574/CCS|F_and_m240331/826/CCS|F_at_307_reversed_no_5	m300273/1574/CCS|F	Rhizophlyctis.full_and_partial.fasta	m240331/826/CCS|F	Venturia.full_and_partial.fasta	307	no	0.042856073682146716	394
chimera_m217929/665/CCS|F_and_m286685/372/CCS|F_at_203_reversed_no_6	m217929/665/CCS|F	Rhizophlyctis.full_and_partial.fasta	m286685/372/CCS|F	Ustilago.full_and_partial.fasta	203	no	0.07792868833621405	372
chimera_m117798/1006/CCS|F_and_m16110/394/CCS|F_at_99_reversed_no_0	m117798/1006/CCS|F	Tapinella.full_and_partial.fasta	m16110/394/CCS|F	Xylodon_rimosissimus_1.full_and_partial.fasta	99	no	0.06743372237534694	394
chimera_m112433/713/CCS|F_and_m25420/366/CCS|F_at_262_reversed_no_1	m112433/713/CCS|F	Tapinella.full_and_partial.fasta	m25420/366/CCS|F	Cystofilobasidium.full_and_partial.fasta	262	no	0.010293600256422272	366
chimera_m122581/1671/CCS|F_and_m11570/369/CCS|F_at_109_reversed_no_2	m122581/1671/CCS|F	Tapinella.full_and_partial.fasta	m11570/369/CCS|F	Clavaria.full_and_partial.fasta	109	no	0.04806797289343786	369
chimera_m234485/645/CCS|F_and_m157640/286/CCS|F_at_161_reversed_no_3	m234485/645/CCS|F	Tapinella.full_and_partial.fasta	m157640/286/CCS|F	Yarrowia.full_and_partial.fasta	161	no	0.015629433604701454	286
chimera_m181570/1285/CCS|F_and_m284879/1109/CCS|F_at_227_reversed_no_4	m181570/1285/CCS|F	Tapinella.full_and_partial.fasta	m284879/1109/CCS|F	Venturia.full_and_partial.fasta	227	no	0.06801938771876742	373
chimera_m115607/752/CCS|F_and_m35773/299/CCS|F_at_379_reversed_no_5	m115607/752/CCS|F	Tapinella.full_and_partial.fasta	m35773/299/CCS|F	Umbelopsis.full_and_partial.fasta	379	no	0.0930898333042826	379
chimera_m139601/1268/CCS|F_and_m357066/281/CCS|F_at_71_reversed_yes_0	m139601/1268/CCS|F	Debaryomyces.full_and_partial.fasta	m357066/281/CCS|F	Rhizophlyctis.full_and_partial.fasta	71	yes	0.013951307420665193	281
chimera_m118155/1284/CCS|F_and_m204734/290/CCS|F_at_220_reversed_no_1	m118155/1284/CCS|F	Debaryomyces.full_and_partial.fasta	m204734/290/CCS|F	Rhizoclosmatium.full_and_partial.fasta	220	no	0.015238436209858472	290
chimera_m15513/1705/CCS|F_and_m333916/342/CCS|F_at_47_reversed_no_2	m15513/1705/CCS|F	Debaryomyces.full_and_partial.fasta	m333916/342/CCS|F	Pluteus.full_and_partial.fasta	47	no	0.08336548923779967	342
chimera_m14986/918/CCS|F_and_m19225/551/CCS|F_at_310_reversed_yes_0	m14986/918/CCS|F	Cystobasidium.full_and_partial.fasta	m19225/551/CCS|F	Olpidium.full_and_partial.fasta	310	yes	0.03085647941498712	334
chimera_m57382/693/CCS|F_and_m240749/283/CCS|F_at_52_reversed_no_1	m57382/693/CCS|F	Cystobasidium.full_and_partial.fasta	m240749/283/CCS|F	Hypholoma.full_and_partial.fasta	52	no	0.06009060995219626	283
chimera_m62368/1296/CCS|F_and_m128965/301/CCS|F_at_288_reversed_no_2	m62368/1296/CCS|F	Cystobasidium.full_and_partial.fasta	m128965/301/CCS|F	Hypholoma_capnoides_1.full_and_partial.fasta	288	no	0.029093674831487754	301
chimera_m235574/858/CCS|F_and_m104912/303/CCS|F_at_237_reversed_no_0	m235574/858/CCS|F	Serpula.full_and_partial.fasta	m104912/303/CCS|F	Xanthoporia.full_and_partial.fasta	237	no	0.06321736158981373	303
chimera_m24324/1376/CCS|F_and_m300989/338/CCS|F_at_94_reversed_no_1	m24324/1376/CCS|F	Serpula.full_and_partial.fasta	m300989/338/CCS|F	Camarophyllopsis.full_and_partial.fasta	94	no	0.011832321511337382	338
chimera_m117423/989/CCS|F_and_m126593/563/CCS|F_at_279_reversed_no_2	m117423/989/CCS|F	Serpula.full_and_partial.fasta	m126593/563/CCS|F	Cystobasidium_psychroaquaticum_1.full_and_partial.fasta	279	no	0.04045875337287994	352
chimera_m211559/1145/CCS|F_and_m105945/679/CCS|F_at_157_reversed_no_3	m211559/1145/CCS|F	Serpula.full_and_partial.fasta	m105945/679/CCS|F	Cladophialophora.full_and_partial.fasta	157	no	0.011456731151894148	374
chimera_m156515/1025/CCS|F_and_m71796/278/CCS|F_at_269_reversed_no_4	m156515/1025/CCS|F	Serpula.full_and_partial.fasta	m71796/278/CCS|F	Xylodon.full_and_partial.fasta	269	no	0.09366410685187058	278
